COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,U.S. Senate,U.S. Senate,U.S. Senate,U.S. Senate,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 4,U.S. House 4,U.S. House 4,State Treasurer,State Treasurer,State Treasurer,State Treasurer,State Senate 11 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State House 66 (Multi-County),State House 66 (Multi-County),State Senate 21,State Senate 23,State House 50,State House 51,State House 51,State House 52,State House 53,State House 53,State House 53,State House 54,State House 54,State House 54,State House 55,State House 56,State House 57,State House 58,State House 60,State House 61,State House 61,State House 62,State House 62,State House 63,State House 64,State House 64,State House 65,State School Board 11 (Multi-County),State School Board 14 (Multi-County),State School Board 14 (Multi-County),Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat B,Utah County Attorney,Utah County Auditor,Utah County Clerk,Utah County Clerk,Utah County Sheriff,School Board Alpine 1,School Board Alpine 2,School Board Alpine 2,School Board Alpine 4,School Board Alpine 4,School Board Alpine 7,School Board Alpine 7,School Board Provo 1,School Board Provo 1,School Board Provo 2,School Board Provo 2,School Board Provo 3,School Board Provo 3,School Board Provo 4,School Board Provo 4,School Board Nebo 2,School Board Nebo 2,School Board Nebo 4,School Board Nebo 4,School Board Nebo 5,School Board Nebo 5,PAIGE PETERSEN Supreme Court of Utah,PAIGE PETERSEN Supreme Court of Utah,D. SCOTT DAVIS Fourth Juvenile Court District,D. SCOTT DAVIS Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,BROOK JASON SESSIONS Lindon Municipal Justice Court,BROOK JASON SESSIONS Lindon Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,Constitutional Amendment A,Constitutional Amendment A,Alpine Schoool District Board of Education Bond Election,Alpine Schoool District Board of Education Bond Election,Orem School District Proposition #2,Orem School District Proposition #2,Saratoga Springs Proposition #4,Saratoga Springs Proposition #4,Saratoga Springs Bond Election,Saratoga Springs Bond Election,
25,0263,PR338,606,221,1,139,11,68,1,8,74,6,106,13,0,0,0,142,15,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,118,10,67,166,161,166,119,37,159,0,0,0,0,0,0,0,0,0,0,0,131,38,0,0,0,0,0,0,0,0,170,11,128,49,163,11,156,15,155,12,0,0,153,18,88,105,0,0,0,0,0,0,0,0,
25,0264,PR339,855,269,0,158,9,96,6,9,85,9,149,9,0,0,0,167,24,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,145,15,88,210,212,210,161,43,210,0,0,0,0,0,0,0,0,0,0,0,155,60,0,0,0,0,0,0,0,0,203,25,153,73,185,37,198,25,188,28,0,0,176,45,104,127,0,0,0,0,0,0,0,0,
25,0265,PR340,646,391,1,242,12,130,4,6,109,11,233,12,0,0,0,242,58,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,211,14,124,285,283,280,207,60,283,0,0,0,0,0,0,0,0,0,0,0,244,101,0,0,0,0,0,0,0,0,311,20,207,119,300,25,298,26,304,17,0,0,287,36,155,192,0,0,0,0,0,0,0,0,
25,0266,PR341,558,178,0,92,5,81,0,2,49,3,113,4,0,0,0,122,16,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,102,12,54,139,142,133,112,23,140,0,0,0,0,0,0,0,0,0,0,0,98,54,0,0,0,0,0,0,0,0,130,19,99,50,127,19,123,21,124,18,0,0,120,26,68,94,0,0,0,0,0,0,0,0,
25,0267,PR342,650,375,0,187,11,170,3,6,93,8,244,14,0,0,0,262,36,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,143,0,0,0,0,0,0,0,240,18,105,282,287,282,249,41,277,0,0,0,0,0,0,0,0,0,0,0,0,0,196,131,0,0,0,0,0,0,276,46,196,114,267,44,261,48,262,42,0,0,262,51,154,184,0,0,0,0,0,0,0,0,
25,0268,PR343,722,385,0,238,15,122,7,4,149,10,205,10,0,0,0,219,63,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,207,0,0,0,0,0,0,0,192,19,160,257,257,259,192,58,246,0,0,0,0,0,0,0,0,0,0,0,277,62,0,0,0,0,0,0,0,0,283,41,177,134,264,45,266,46,256,48,0,0,264,47,145,211,0,0,0,0,0,0,0,0,
25,0269,PR344,322,172,1,99,8,57,4,2,63,2,92,6,0,0,0,95,20,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,83,0,0,0,0,0,0,0,86,10,64,110,116,113,84,41,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,31,91,55,107,31,109,30,109,29,0,0,104,36,58,89,0,0,0,0,0,0,0,0,
25,0270,PR345,502,255,0,122,9,114,3,8,72,8,143,16,0,0,0,162,28,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,166,0,0,0,0,0,0,0,0,0,130,17,101,198,206,201,148,45,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,40,155,71,186,39,180,45,183,42,0,0,180,47,97,140,0,0,0,0,0,0,0,0,
25,0271,PR346,647,332,0,137,17,170,5,5,89,17,198,12,0,0,0,222,24,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,216,0,0,0,0,0,0,0,0,0,202,17,106,256,260,261,213,57,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,56,210,79,236,50,232,58,228,58,0,0,222,67,122,188,0,0,0,0,0,0,0,0,
25,0272,PR348,934,511,0,194,14,294,7,10,101,18,361,15,0,0,0,362,52,24,33,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,370,0,0,0,0,0,0,0,0,0,328,33,126,395,406,402,362,62,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,65,325,129,384,68,373,77,370,71,0,0,374,78,179,292,0,0,0,0,0,0,0,0,
25,0273,PR349,640,385,0,164,16,197,7,10,74,8,275,5,0,0,0,261,32,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,269,0,0,0,0,0,0,0,0,0,263,11,92,284,302,292,259,38,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,63,217,122,271,71,263,74,268,66,0,0,256,81,126,226,0,0,0,0,0,0,0,0,
25,0274,PR350,725,413,0,154,15,241,3,14,86,13,283,12,0,0,0,265,27,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,291,0,0,0,0,0,0,0,0,0,264,21,117,324,343,334,279,74,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,61,266,111,307,63,297,69,293,60,0,0,293,73,137,244,0,0,0,0,0,0,0,0,
25,0275,PR352,825,470,0,174,23,264,5,10,103,8,311,30,0,0,0,328,27,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,338,0,0,0,0,0,0,0,0,0,313,25,117,351,360,358,303,84,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,78,256,146,325,73,322,77,326,72,0,0,303,99,152,272,0,0,0,0,0,0,0,0,
25,0276,PR353,791,397,0,179,28,182,5,8,139,8,222,13,0,0,0,241,55,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,181,0,0,0,0,0,0,0,225,16,145,281,285,283,244,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,69,221,130,272,67,269,68,258,76,0,0,251,87,155,197,0,0,0,0,0,0,0,0,
25,0277,PR354,695,366,0,192,9,161,3,6,103,4,234,10,0,0,0,251,37,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,164,0,0,0,0,0,0,0,218,25,109,273,284,286,231,56,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,40,228,106,288,41,288,41,291,33,0,0,277,50,138,199,0,0,0,0,0,0,0,0,
25,0278,PR355,1008,548,0,318,27,192,7,13,204,10,300,8,0,0,0,302,80,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,274,0,0,0,0,0,0,0,254,30,228,372,380,378,297,87,367,0,0,0,0,0,0,0,0,0,0,0,0,0,227,231,0,0,0,0,0,0,404,57,281,170,378,70,387,62,385,60,0,0,364,83,214,267,0,0,0,0,0,0,0,0,
25,0279,PR356,242,126,0,58,6,62,0,1,43,1,75,4,0,0,0,80,10,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,52,0,0,0,0,0,0,0,70,4,45,88,88,91,72,26,91,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,0,0,0,0,0,0,76,28,61,46,82,26,79,29,80,28,0,0,78,31,46,69,0,0,0,0,0,0,0,0,
25,0280,PR358,395,209,0,112,9,83,1,3,71,3,113,10,0,0,0,122,18,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,100,0,0,0,0,0,0,0,116,5,72,148,149,152,123,26,140,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,0,0,0,0,0,0,134,27,101,60,131,29,131,29,132,27,0,0,131,34,70,119,0,0,0,0,0,0,0,0,
25,0281,PR359,485,259,0,137,9,111,2,4,75,2,159,14,0,0,0,193,17,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,117,0,0,0,0,0,0,0,147,17,88,200,206,202,168,30,206,0,0,0,0,0,0,0,0,0,0,0,0,0,85,154,0,0,0,0,0,0,190,43,141,88,187,43,192,37,176,50,0,0,176,56,94,146,0,0,0,0,0,0,0,0,
25,0282,PR360,1053,677,0,308,14,350,1,11,151,9,471,20,0,0,0,497,49,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,237,0,0,0,0,0,0,0,404,42,196,518,530,525,446,92,527,0,0,0,0,0,0,0,0,0,0,0,0,0,349,254,0,0,0,0,0,0,504,83,409,167,496,82,483,92,490,81,0,0,488,94,253,355,0,0,0,0,0,0,0,0,
25,0283,PR362,935,569,0,308,14,239,5,14,110,9,393,26,0,0,0,385,42,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,244,0,0,0,0,0,0,0,335,31,164,435,440,437,359,81,423,0,0,0,0,0,0,0,0,0,0,0,0,0,345,144,0,0,0,0,0,0,423,60,298,164,410,56,398,71,403,58,0,0,398,69,207,293,0,0,0,0,0,0,0,0,
25,0284,PR363,1018,563,0,285,18,246,13,13,150,13,346,25,0,0,0,361,58,33,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,228,0,0,0,0,0,0,0,326,37,176,414,425,417,341,91,417,0,0,0,0,0,0,0,0,0,0,0,0,0,306,178,0,0,0,0,0,0,404,68,299,165,395,70,385,81,387,68,0,0,379,89,202,310,0,0,0,0,0,0,0,0,
25,0285,PR364,817,376,0,186,16,169,4,10,120,7,213,17,0,0,0,253,35,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,157,0,0,0,0,0,0,0,210,28,124,284,282,284,231,72,292,0,0,0,0,0,0,0,0,0,0,0,0,0,160,161,0,0,0,0,0,0,248,67,193,117,238,70,241,70,236,74,0,0,224,88,104,231,0,0,0,0,0,0,0,0,
25,0286,PR365,949,389,0,153,16,212,6,10,102,18,242,13,0,0,0,259,31,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,150,0,0,0,0,0,0,0,253,20,103,310,312,313,261,72,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,48,247,98,296,53,287,61,289,57,0,0,277,73,156,208,0,0,0,0,0,0,0,0,
25,0287,PR366,963,515,0,189,13,303,7,6,117,15,353,19,0,0,0,371,29,33,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,164,0,0,0,0,0,0,0,363,20,118,411,433,424,372,67,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,107,294,179,362,104,363,104,353,107,0,0,357,110,170,317,0,0,0,0,0,0,0,0,
25,0288,PR367,516,256,0,111,10,133,1,3,71,7,161,13,0,0,0,178,14,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,101,0,0,0,0,0,0,0,148,13,81,202,208,207,162,43,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,42,141,77,169,52,167,54,167,49,0,0,168,52,93,137,0,0,0,0,0,0,0,0,
25,0289,SA401,726,427,0,119,13,289,6,0,0,0,0,0,78,316,28,339,19,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,326,24,61,378,370,363,311,68,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,272,0,0,315,62,284,92,309,66,304,65,302,67,0,0,0,0,121,263,0,0,0,0,0,0,0,0,
25,0290,SA402,1126,718,0,170,7,530,8,0,0,0,0,0,94,563,48,592,34,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,551,0,0,0,0,560,32,84,626,606,597,578,60,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,456,0,0,541,102,462,177,534,93,510,112,518,96,0,0,0,0,241,415,0,0,0,0,0,0,0,0,
25,0291,SA403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0292,SA404,689,452,1,92,13,336,7,0,0,0,0,0,63,347,34,364,27,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,355,0,0,0,0,349,24,53,393,388,378,351,56,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,257,0,0,327,67,284,108,317,69,297,88,303,74,0,0,0,0,146,262,0,0,0,0,0,0,0,0,
25,0293,SA405,736,502,1,138,10,347,2,0,0,0,0,0,87,376,31,406,24,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,392,0,0,0,0,394,16,66,433,425,417,396,52,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,325,0,0,386,46,345,86,380,43,368,56,376,45,0,0,0,0,170,289,0,0,0,0,0,0,0,0,
25,0294,SA406,1278,858,0,214,12,622,5,0,0,0,0,0,140,656,42,695,33,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,716,0,0,711,82,683,31,103,744,758,746,701,73,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,573,0,0,643,103,536,204,627,109,616,116,621,110,0,0,0,0,286,492,0,0,0,0,0,0,0,0,
25,0295,SA407,1395,909,0,213,12,673,6,0,0,0,0,0,97,752,46,768,45,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,759,0,0,765,92,763,41,85,827,833,813,748,72,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,558,0,0,679,111,579,194,664,105,656,113,654,110,0,0,0,0,339,476,0,0,0,0,0,0,0,0,
25,0296,SA408,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
25,0297,SF401,700,436,0,120,4,312,0,0,0,0,0,0,88,310,30,343,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,336,0,0,0,0,327,14,71,399,374,368,328,57,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,58,311,87,329,68,319,69,337,52,0,0,0,0,157,238,0,0,0,0,0,0,0,0,
25,0298,SF402,1275,672,0,235,14,417,2,0,0,0,0,0,167,452,41,513,30,33,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,477,43,133,574,568,562,511,84,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,207,0,0,0,0,514,77,415,169,499,77,487,89,501,71,0,0,0,0,207,404,0,0,0,0,0,0,0,0,
25,0299,SF403,1102,629,0,196,16,412,3,0,0,0,0,0,111,467,41,493,31,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,492,26,87,553,541,532,488,80,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,180,0,0,0,0,494,69,423,137,473,72,461,86,466,74,0,0,0,0,214,361,0,0,0,0,0,0,0,0,
25,0300,SF404,988,518,0,152,27,327,7,0,0,0,0,0,111,357,43,370,49,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,363,0,0,0,0,369,31,99,435,430,414,378,89,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,82,342,120,371,92,363,101,370,82,0,0,0,0,152,325,0,0,0,0,0,0,0,0,
25,0301,SF406,717,386,0,112,12,259,1,0,0,0,0,0,84,267,24,290,33,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,275,0,0,0,0,265,19,89,334,313,316,283,43,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,43,253,87,292,49,279,56,283,50,0,0,0,0,123,228,0,0,0,0,0,0,0,0,
25,0302,SF407,1147,637,0,201,18,406,10,0,0,0,0,0,141,442,41,487,53,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,459,0,0,0,0,449,32,126,540,520,523,457,108,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,101,379,166,438,104,428,109,429,101,0,0,0,0,234,342,0,0,0,0,0,0,0,0,
25,0303,SF408,1095,639,0,175,14,435,13,0,0,0,0,0,129,443,46,476,52,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,453,0,0,0,0,459,26,117,547,537,529,473,93,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,87,417,154,482,96,465,105,466,95,0,0,0,0,222,363,0,0,0,0,0,0,0,0,
25,0304,SF410,1119,723,0,213,9,491,0,0,0,0,0,0,112,566,34,612,23,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,580,17,87,626,611,600,568,57,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,205,0,0,0,0,544,86,461,165,530,86,521,96,507,101,0,0,0,0,250,401,0,0,0,0,0,0,0,0,
25,0305,SF411,1423,846,0,217,14,601,5,0,0,0,0,0,134,656,45,699,25,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,665,31,109,719,713,690,663,84,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,244,0,0,0,0,625,109,518,206,606,111,601,121,602,106,0,0,0,0,308,460,0,0,0,0,0,0,0,0,
25,0306,SF412,1081,690,0,217,19,435,6,0,0,0,0,0,127,480,67,551,39,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,514,0,0,0,0,520,41,96,588,582,573,521,103,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,89,439,173,519,95,515,89,492,99,0,0,0,0,253,366,0,0,0,0,0,0,0,0,
25,0307,SF413,1256,806,1,238,13,534,17,0,0,0,0,0,125,604,63,637,59,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,551,0,0,0,0,622,36,99,690,678,651,605,96,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,100,516,188,612,100,585,113,586,96,0,0,0,0,278,458,0,0,0,0,0,0,0,0,
25,0308,SF414,1187,776,0,216,22,525,5,0,0,0,0,0,140,558,62,628,52,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,580,0,0,0,0,610,18,116,693,663,642,604,95,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,122,499,194,576,121,560,127,557,112,0,0,0,0,266,453,0,0,0,0,0,0,0,0,
25,0309,SF415,717,348,0,109,16,215,3,0,0,0,0,0,87,217,39,252,32,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,241,0,0,0,0,232,23,73,286,279,269,255,47,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,181,0,0,251,58,211,97,251,57,240,65,247,58,0,0,0,0,111,213,0,0,0,0,0,0,0,0,
25,0310,SF416,989,575,0,213,21,328,10,0,0,0,0,0,127,389,45,410,58,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,392,0,0,0,0,405,36,109,471,468,458,415,76,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,96,353,156,412,100,406,105,406,95,0,0,0,0,194,335,0,0,0,0,0,0,0,0,
25,0311,SF418,1076,693,0,186,10,488,3,0,0,0,0,0,127,517,34,553,33,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,522,0,0,0,0,540,26,94,549,558,545,519,62,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,388,0,0,501,90,423,162,485,94,471,104,488,82,0,0,0,0,228,386,0,0,0,0,0,0,0,0,
25,0312,SF418:S,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
25,0313,SF419,1093,594,0,204,8,372,6,0,0,0,0,0,116,403,63,453,45,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,409,0,0,0,0,435,21,112,473,477,459,420,72,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,313,0,0,425,93,342,171,417,94,405,106,399,96,0,0,0,0,182,366,0,0,0,0,0,0,0,0,
25,0314,SF420,793,514,0,127,7,373,4,0,0,0,0,0,64,406,42,439,21,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,406,0,0,0,0,426,17,53,448,440,438,433,40,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,57,345,111,393,58,365,78,383,59,0,0,0,0,203,263,0,0,0,0,0,0,0,0,
25,0315,SF421,1058,679,0,210,13,446,5,0,0,0,0,0,114,498,50,527,54,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,445,0,0,0,0,510,24,113,583,560,537,531,67,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,68,426,147,500,76,484,87,488,75,0,0,0,0,221,382,0,0,0,0,0,0,0,0,
25,0316,SF422,942,550,0,136,21,382,5,0,0,0,0,0,93,412,29,447,31,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,426,0,0,0,0,419,16,83,463,458,451,433,59,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,98,299,173,362,111,357,107,354,102,0,0,0,0,174,324,0,0,0,0,0,0,0,0,
25,0317,SF424,933,546,0,144,11,381,5,0,0,0,0,0,109,387,31,433,39,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,399,0,0,0,0,406,27,81,445,440,431,407,58,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,73,311,149,382,76,373,78,371,77,0,0,0,0,161,329,0,0,0,0,0,0,0,0,
