COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,U.S. Senate,U.S. Senate,U.S. Senate,U.S. Senate,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 4,U.S. House 4,U.S. House 4,State Treasurer,State Treasurer,State Treasurer,State Treasurer,State Senate 11 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State House 66 (Multi-County),State House 66 (Multi-County),State Senate 21,State Senate 23,State House 50,State House 51,State House 51,State House 52,State House 53,State House 53,State House 53,State House 54,State House 54,State House 54,State House 55,State House 56,State House 57,State House 58,State House 60,State House 61,State House 61,State House 62,State House 62,State House 63,State House 64,State House 64,State House 65,State School Board 11 (Multi-County),State School Board 14 (Multi-County),State School Board 14 (Multi-County),Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat B,Utah County Attorney,Utah County Auditor,Utah County Clerk,Utah County Clerk,Utah County Sheriff,School Board Alpine 1,School Board Alpine 2,School Board Alpine 2,School Board Alpine 4,School Board Alpine 4,School Board Alpine 7,School Board Alpine 7,School Board Provo 1,School Board Provo 1,School Board Provo 2,School Board Provo 2,School Board Provo 3,School Board Provo 3,School Board Provo 4,School Board Provo 4,School Board Nebo 2,School Board Nebo 2,School Board Nebo 4,School Board Nebo 4,School Board Nebo 5,School Board Nebo 5,PAIGE PETERSEN Supreme Court of Utah,PAIGE PETERSEN Supreme Court of Utah,D. SCOTT DAVIS Fourth Juvenile Court District,D. SCOTT DAVIS Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,BROOK JASON SESSIONS Lindon Municipal Justice Court,BROOK JASON SESSIONS Lindon Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,Constitutional Amendment A,Constitutional Amendment A,Alpine Schoool District Board of Education Bond Election,Alpine Schoool District Board of Education Bond Election,Orem School District Proposition #2,Orem School District Proposition #2,Saratoga Springs Proposition #4,Saratoga Springs Proposition #4,Saratoga Springs Bond Election,Saratoga Springs Bond Election,
25,0098,LE402:S,1359,746,0,377,9,348,5,0,0,0,0,0,224,433,71,523,61,32,61,0,0,0,0,0,0,0,0,0,0,0,0,491,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,467,51,182,563,583,576,509,104,568,0,265,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,83,395,207,512,89,514,88,499,94,0,0,0,0,260,396,388,301,0,0,0,0,0,0,
25,0099,LE403,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
25,0100,LE404,942,608,0,263,15,323,3,0,0,0,0,0,177,372,51,417,63,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,407,32,147,459,477,476,414,105,468,0,217,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,85,307,206,414,100,410,103,411,99,0,0,0,0,237,328,342,234,0,0,0,0,0,0,
25,0101,LE405,1241,723,0,282,27,406,5,0,0,0,0,0,194,440,73,534,51,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,500,38,155,585,593,585,499,108,593,0,270,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,100,402,232,514,121,509,128,491,131,0,0,0,0,213,447,357,334,0,0,0,0,0,0,
25,0102,LE406,1875,910,0,408,43,445,7,0,0,0,0,0,298,523,75,636,79,48,82,0,0,0,0,0,0,0,0,0,0,0,0,639,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,591,35,243,723,731,726,632,124,724,0,326,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,95,506,238,629,110,624,117,624,109,0,0,0,0,305,513,447,386,0,0,0,0,0,0,
25,0103,LE407,1464,936,0,344,20,561,3,0,0,0,0,0,186,632,103,730,37,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,708,54,126,779,785,783,706,92,779,0,380,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,106,525,275,692,111,683,122,678,111,0,0,0,0,322,537,489,413,0,0,0,0,0,0,
25,0104,LE408,1289,863,0,310,5,537,10,0,0,0,0,0,181,603,62,669,57,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,624,43,139,665,686,673,613,90,689,0,284,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,113,471,269,613,126,591,147,598,131,0,0,0,0,293,499,437,381,0,0,0,0,0,0,
25,0105,LE410,511,333,0,101,11,217,1,0,0,0,0,0,66,237,22,264,28,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,248,15,56,282,287,284,263,30,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,54,205,86,242,46,229,57,235,45,0,0,0,0,112,191,136,176,0,0,0,0,0,0,
25,0106,LE411,1259,786,0,276,13,489,5,0,0,0,0,0,165,543,55,607,57,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,570,47,140,633,658,651,585,83,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,103,488,191,560,116,545,128,551,115,0,0,0,0,248,456,358,375,0,0,0,0,0,0,
25,0107,LE412,1100,659,0,210,26,412,7,0,0,0,0,0,152,450,40,509,32,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,473,32,129,538,558,542,492,87,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,96,418,169,483,104,465,118,480,98,0,0,0,0,223,387,275,349,0,0,0,0,0,0,
25,0108,LE413,1091,673,0,238,18,409,6,0,0,0,0,0,184,436,44,488,44,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,473,27,150,529,553,534,474,105,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,108,414,197,490,118,479,127,487,111,0,0,0,0,227,394,273,373,0,0,0,0,0,0,
25,0109,LE414,629,371,0,123,5,234,8,0,0,0,0,0,79,258,32,284,20,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,268,22,70,295,302,295,267,50,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,50,218,98,262,52,256,60,258,52,0,0,0,0,98,235,155,191,0,0,0,0,0,0,
25,0110,LE416,1017,662,0,190,15,445,6,0,0,0,0,0,116,492,45,529,30,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,509,42,83,528,543,539,489,74,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,84,405,166,468,91,471,85,472,79,0,0,0,0,195,409,323,316,0,0,0,0,0,0,
25,0111,LE417,1065,628,0,238,19,362,2,0,0,0,0,0,140,418,61,459,51,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,431,31,128,504,508,501,437,78,515,0,197,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,74,341,187,422,105,414,111,426,93,0,0,0,0,190,375,305,281,0,0,0,0,0,0,
25,0112,LE418,970,634,0,249,19,357,5,0,0,0,0,0,168,409,49,484,38,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,449,31,125,509,516,511,471,78,517,0,236,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,69,379,161,482,66,468,81,475,68,0,0,0,0,233,331,345,239,0,0,0,0,0,0,
25,0113,LE420,1425,881,0,359,18,485,6,0,0,0,0,0,205,577,84,668,46,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,54,147,690,691,686,618,115,708,0,196,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,115,492,260,628,118,609,134,605,122,0,0,0,0,307,499,428,405,0,0,0,0,0,0,
25,0114,LE421,739,458,0,144,9,298,5,0,0,0,0,0,91,325,33,351,31,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,326,24,71,364,368,367,328,60,365,0,136,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,73,268,121,317,70,312,75,317,68,0,0,0,0,164,259,247,180,0,0,0,0,0,0,
25,0115,LE422,1054,626,0,249,12,358,3,0,0,0,0,0,162,391,66,441,60,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,427,34,127,468,488,492,419,88,494,0,195,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,90,352,174,432,91,420,105,417,100,0,0,0,0,204,360,318,267,0,0,0,0,0,0,
25,0116,LE423,953,605,0,226,13,362,2,0,0,0,0,0,148,414,33,457,31,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,435,25,119,469,488,485,456,82,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,70,386,134,443,73,444,73,439,73,0,0,0,0,247,297,307,260,0,0,0,0,0,0,
25,0117,LI301,774,497,0,158,14,314,4,4,84,12,377,12,0,0,0,396,19,24,22,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,15,96,412,420,422,376,58,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,59,333,120,381,64,373,73,393,51,0,0,0,0,211,253,277,206,0,0,0,0,0,0,
25,0118,LI302,966,671,0,169,9,481,9,10,78,15,523,26,0,0,0,545,25,15,34,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,30,83,551,566,556,506,66,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,77,401,174,486,87,473,96,489,83,0,0,0,0,216,400,228,413,0,0,0,0,0,0,
25,0119,LI304,740,489,2,121,11,343,5,6,57,3,396,15,0,0,0,387,15,17,19,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,16,53,395,399,394,365,47,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,58,292,128,361,50,345,62,357,50,0,0,0,0,156,290,195,274,0,0,0,0,0,0,
25,0120,LI305,897,603,0,170,7,419,4,14,57,24,484,13,0,0,0,495,20,21,26,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,481,26,72,486,503,499,473,53,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,69,388,120,439,62,424,76,441,57,0,0,0,0,183,365,217,361,0,0,0,0,0,0,
25,0121,LI306,981,671,0,178,4,476,5,8,55,21,545,28,0,0,0,563,27,15,25,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,548,18,74,559,575,569,532,58,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,97,412,167,484,90,458,116,489,86,0,0,0,0,205,389,228,407,0,0,0,0,0,0,
25,0122,LI308,1184,833,0,247,14,561,7,7,95,25,668,27,0,0,0,675,47,38,28,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,651,37,105,701,724,716,628,104,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,74,511,222,654,79,640,97,662,71,0,0,0,0,318,457,371,432,0,0,0,0,0,0,
25,0123,LI309,1308,942,0,350,16,570,2,11,125,31,717,30,0,0,0,755,46,19,48,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,703,34,167,728,753,745,707,79,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,96,551,254,683,103,679,109,692,93,0,0,0,0,376,502,420,478,0,0,0,0,0,0,
25,0124,LI310,484,312,0,80,2,224,0,2,37,7,239,12,0,0,0,258,4,2,16,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,245,6,40,245,262,256,240,28,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,25,194,61,226,28,231,26,230,25,0,0,0,0,122,160,119,171,0,0,0,0,0,0,
25,0125,MA401,1113,729,0,218,9,483,12,0,0,0,0,0,147,529,38,590,29,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,546,41,111,605,610,587,564,75,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,197,0,0,0,0,545,100,441,197,533,98,523,109,511,105,0,0,0,0,238,428,0,0,0,0,0,0,0,0,
25,0126,MA402,834,584,0,184,3,389,5,0,0,0,0,0,112,423,37,464,36,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,433,28,87,454,481,446,453,42,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,143,0,0,0,0,430,67,346,142,412,75,400,79,401,72,0,0,0,0,200,321,0,0,0,0,0,0,0,0,
25,0127,MA403,1254,871,0,240,11,603,9,0,0,0,0,0,135,651,61,708,27,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,682,21,117,721,710,694,675,79,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,342,0,0,0,0,648,111,531,219,639,108,610,136,620,115,0,0,0,0,299,486,0,0,0,0,0,0,0,0,
25,0128,MA404,1064,719,0,220,7,482,6,0,0,0,0,0,134,540,32,598,35,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,530,31,118,596,596,579,563,78,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,213,0,0,0,0,550,76,459,157,531,79,518,89,513,76,0,0,0,0,268,372,0,0,0,0,0,0,0,0,
25,0129,MA406,1641,1074,0,372,20,678,2,0,0,0,0,0,229,755,70,837,62,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,791,46,179,884,885,874,807,134,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,330,0,0,0,0,809,119,653,270,789,126,767,146,778,128,0,0,0,0,365,603,0,0,0,0,0,0,0,0,
25,0130,MA407,1276,878,1,227,4,626,8,0,0,0,0,0,116,684,53,738,26,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,700,37,93,764,756,738,703,82,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,274,0,0,0,0,653,93,550,189,643,84,622,102,623,90,0,0,0,0,303,477,0,0,0,0,0,0,0,0,
25,0131,MA408,1111,759,0,154,7,595,3,0,0,0,0,0,76,635,30,672,22,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,654,13,61,649,645,632,629,50,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,237,0,0,0,0,546,86,462,169,533,83,511,106,527,85,0,0,0,0,251,410,0,0,0,0,0,0,0,0,
25,0132,NRV302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0133,NRV304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0134,NRV305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0135,NRV401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0136,NRV402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0137,NRV405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0138,NRV406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0139,NRV407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0140,NRV408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0141,NRV409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0142,NRV410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0143,OR301,1022,696,0,244,18,409,13,9,117,18,515,14,0,0,0,513,38,38,37,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,35,146,552,568,558,483,98,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,58,450,143,524,75,510,89,528,63,0,0,0,0,284,350,295,354,120,568,0,0,0,0,
25,0144,OR302,1128,869,0,351,16,476,8,28,149,11,622,18,0,0,0,604,67,42,37,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,50,186,617,644,633,554,84,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,93,476,212,593,102,584,109,574,107,0,0,0,0,286,470,358,480,227,637,0,0,0,0,
25,0145,OR303,182,136,0,50,5,80,0,1,25,5,86,11,0,0,0,96,10,2,15,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,95,7,26,109,115,111,91,12,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,20,84,37,100,23,98,24,98,25,0,0,0,0,53,76,48,86,42,94,0,0,0,0,
25,0146,OR304,996,732,0,285,19,410,7,18,126,14,511,28,0,0,0,518,43,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,487,27,144,546,550,529,481,79,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,89,367,220,496,99,492,100,491,96,0,0,0,0,277,370,320,383,142,582,0,0,0,0,
25,0147,OR305,1064,786,0,351,16,406,4,3,117,14,598,34,0,0,0,590,37,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,546,28,143,596,594,580,531,71,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,56,424,198,554,67,533,84,536,68,0,0,0,0,307,372,387,359,141,638,0,0,0,0,
25,0148,OR306,1052,778,0,300,7,451,5,12,114,11,576,37,0,0,0,582,32,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,548,24,132,606,609,596,549,77,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,72,484,164,567,76,568,75,564,73,0,0,0,0,289,396,289,448,273,497,0,0,0,0,
25,0149,OR308,881,616,0,214,13,375,2,6,101,6,454,20,0,0,0,443,32,32,34,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,24,122,464,479,475,401,88,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,63,338,173,435,75,425,86,428,72,0,0,0,0,207,342,238,341,168,438,0,0,0,0,
25,0150,OR309,1060,773,0,256,21,472,11,17,131,22,557,29,0,0,0,570,37,25,64,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,29,164,613,637,623,540,102,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,89,460,227,590,100,558,131,582,98,0,0,0,0,284,427,292,451,204,564,0,0,0,0,
25,0151,OR310,1045,638,0,278,17,328,5,9,146,18,417,27,0,0,0,434,51,25,62,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,41,147,473,485,479,418,99,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,100,337,206,420,116,419,117,420,110,0,0,0,0,206,368,264,337,166,458,0,0,0,0,
25,0152,OR311,1026,623,0,249,32,327,2,5,150,18,403,29,0,0,0,425,35,33,64,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,33,159,485,498,493,429,90,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,72,393,157,455,79,454,82,457,68,0,0,0,0,213,336,248,323,143,461,0,0,0,0,
